date,gross_reserves_usd_m,fx_reserves_usd_m,imf_position_usd_m,sdrs_usd_m,gold_usd_m,predetermined_short_term_net_drains_usd_m,fx_forward_short_positions_usd_m,exports_usd_m,imports_usd_m,tourism_earnings_usd_m,remittances_usd_m,usd_lkr,services_inflows_usd_m,services_outflows_usd_m,services_balance_usd_m,reserve_money_rs_m,m2_rs_m,m2b_rs_m,nfa_monetary_authorities_rs_m,nfa_commercial_banks_rs_m,m2b_nfa_rs_m,neer_index,reer_index,current_account_usd_m,current_account_plus_capital_usd_m,gross_external_debt_market_usd_m,short_term_external_debt_market_usd_m,long_term_external_debt_market_usd_m,banking_sector_external_liabilities_market_usd_m,gross_external_debt_face_usd_m,gross_external_debt_face_pct_gdp,central_bank_external_swap_liabilities_usd_m,external_debt_service_payments_usd_m,external_debt_service_amortization_usd_m,external_debt_service_interest_usd_m,debt_service_to_exports_services_pct,debt_service_to_external_receipts_pct,imports_trailing_3m_avg_usd_m,import_cover_months,reserve_net_drains_usd_m,adjusted_usable_reserves_usd_m,adjusted_usable_reserve_cover_months,trade_balance_usd_m,buffer_inflows_usd_m,buffer_inflows_share_imports,underlying_balance_official_usd_m,goods_services_remittances_balance_usd_m,trade_tourism_remittances_balance_usd_m,current_account_pressure_official_raw,balance_pressure_services_raw,balance_pressure_inflows_raw,balance_pressure_trade_raw,balance_pressure_services_calibrated_raw,balance_pressure_inflows_calibrated_raw,balance_pressure_trade_calibrated_raw,current_account_pressure_raw,current_account_filled_usd_m,current_account_pressure_source,current_account_pressure_quality,reserve_block_raw,usd_lkr_depreciation_raw,neer_depreciation_raw,reserve_change_pressure_raw,fx_market_pressure_raw,external_balance_pressure_user_raw,external_balance_pressure_adjusted_raw,buffer_inflow_support_raw,short_term_external_debt_to_reserves_raw,external_debt_to_reserves_raw,debt_service_to_external_receipts_raw,gross_reserves_lkr_m,adjusted_usable_reserves_lkr_m,m2b_to_adjusted_reserves_raw,m2b_nfa_deterioration_raw,reserve_block_z,usd_lkr_depreciation_z,neer_depreciation_z,reserve_change_pressure_z,current_account_pressure_official_z,balance_pressure_services_z,balance_pressure_inflows_z,balance_pressure_trade_z,balance_pressure_services_calibrated_z,balance_pressure_inflows_calibrated_z,balance_pressure_trade_calibrated_z,external_balance_pressure_user_z,external_balance_pressure_adjusted_z,buffer_inflow_support_z,current_account_pressure_z,short_term_external_debt_to_reserves_z,debt_service_to_external_receipts_z,m2b_to_adjusted_reserves_z,m2b_nfa_deterioration_z,fx_market_pressure_z,external_financing_pressure_z,resident_fx_liability_pressure_z,slepi_user_spec,slepi_legacy_adjusted,slepi_adjusted
2011-05-01,7005.0,,,,,,,836.1273694186206,1683.2261787866203,47.47471,414.48447238581497,109.7629,,,,400028.551853,1957064.3821283004,2239036.209162498,488367.30744554993,-179499.13888868692,308868.168556863,,,,,,,,,,,,,,,,,1602.559422046028,4.371132766519534,0.0,7005.0,4.371132766519534,-847.0988093679997,461.959182385815,0.27444866780697613,,,-385.1396269821848,,,0.22881038320103758,0.5032590510080137,,0.22881038320103758,0.5032590510080137,0.22881038320103758,-385.1396269821848,trade_tourism_remittances_nowcast,0.7,-1.4750221898238045,-0.004091364847608858,,0.0054100359743029505,-0.004091364847608858,0.22881038320103758,0.22881038320103758,-0.27444866780697613,,,,768889.1145,768889.1145,2.9120404580295274,0.011157810251517086,-0.23567782240669158,-0.7053524981205959,,0.803232578174064,,,1.880920212057097,1.5400290169394661,,1.880920212057097,1.5400290169394661,0.29906904405046525,0.29906904405046525,1.8308549524386464,0.29906904405046525,,,-1.1413993668300242,0.9222140382113935,0.04894004002673408,,-0.10959266430931536,0.29722341899045607,0.29722341899045607,
2011-06-01,6967.0,,,,,,,820.4107865890929,1668.6477921008616,52.02692,403.53716320026047,109.5391,,,,397194.453357,1992454.6180428502,2270914.168128447,494562.8775355801,-223225.2751825514,271337.60235302866,,,,,,,,,,,,,,,,,1614.066798010844,4.3164260664961605,0.0,6967.0,4.3164260664961605,-848.2370055117686,455.5640832002605,0.27301392502170635,,,-392.67292231150816,,,0.23532402953479173,0.5083379545564981,,0.23532402953479173,0.5083379545564981,0.23532402953479173,-392.67292231150816,trade_tourism_remittances_nowcast,0.7,-1.4624277604328084,-0.002041021766254758,,0.005439463740988438,-0.002041021766254758,0.23532402953479173,0.23532402953479173,-0.27301392502170635,,,,763158.9097000001,763158.9097000001,2.9756766765930176,0.016526633516389035,-0.19416969413682672,-0.4360858200890303,,0.7957136392396191,,,1.7927201142063873,1.5440184634619813,,1.7927201142063873,1.5440184634619813,0.325223932607805,0.325223932607805,1.7341041837380509,0.325223932607805,,,-1.0235398095261015,1.3040554248301535,0.17981390957529442,,0.140257807652026,0.3572681505299997,0.3572681505299997,
2011-07-01,6929.0,,,,,,,962.1221847896372,1769.8102606359478,81.27241999999998,415.3978648677539,109.457,,,,413172.099588,2025945.1122480698,2312285.1941538574,510055.87004989997,-185650.84086120297,324405.029188697,,,,,,,,,,,,,,,,,1707.2280771744765,4.058625846563947,0.0,6929.0,4.058625846563947,-807.6880758463105,496.67028486775394,0.28063476402791615,,,-311.0177909785566,,,0.17573510443249338,0.4563698684604095,,0.17573510443249338,0.4563698684604095,0.17573510443249338,-311.0177909785566,trade_tourism_remittances_nowcast,0.7,-1.40084445488519,-0.0007497850769606629,,0.005469213402737635,-0.0007497850769606629,0.17573510443249338,0.17573510443249338,-0.28063476402791615,,,,758427.553,758427.553,3.0487884900904407,-0.02295020829171009,0.0005580740006965987,-0.2666268312574049,,0.7884633685566824,,,1.251709396171282,0.9752835584339737,,1.251709396171282,0.9752835584339737,0.05214459541087813,0.05214459541087813,1.4666008013270708,0.05214459541087813,,,-0.8942389392633794,-1.5416075968258085,0.26091826864963874,,-1.217923268044594,0.31316915987031013,0.31316915987031013,
2011-08-01,6891.0,,,,,,,954.1527477935655,1837.0495435101775,70.28911,458.5439144737759,109.7139,,,,419936.970645,2059413.2426001104,2339670.2028247598,505962.55250166985,-205801.64362528507,300160.9088763848,,,,,,,,,,,,,,,,,1758.502532082329,3.9186750512323854,0.0,6891.0,3.9186750512323854,-882.896795716612,528.8330244737758,0.28787085592873995,,,-354.0637712428361,,,0.19273501495572187,0.4806058708844619,,0.19273501495572187,0.4806058708844619,0.19273501495572187,-354.0637712428361,trade_tourism_remittances_nowcast,0.7,-1.3657535995338697,0.00234429039305617,,0.005499290270173335,0.00234429039305617,0.19273501495572187,0.19273501495572187,-0.28787085592873995,,,,756038.4848999999,756038.4848999999,3.0946443197719287,0.010362195613314003,0.11145334385238027,0.13557424230938753,,0.7814690694803357,,,1.3211763628001512,1.2015679659704293,,1.3211763628001512,1.2015679659704293,0.12932726751139545,0.12932726751139545,1.246908358839664,0.12932726751139545,,,-0.8112723536891534,0.8568757844060951,0.4585216558948616,,0.022801715358470864,0.40581580312820686,0.40581580312820686,
2011-09-01,6853.0,,,,,,,858.3745695451406,1762.6380317538221,58.41242999999999,401.6127409142636,110.0529,,,,422277.78043800005,2091126.7277921601,2379865.2776391874,410654.21323655,-178946.87461745902,231707.33861909097,,,,,,,,,,,,,,,,,1789.8326119666492,3.8288496668244276,0.0,6853.0,3.8288496668244276,-904.2634622086815,460.0251709142636,0.26098674976196856,,,-444.23829129441793,,,0.25203035637010596,0.5130171061320745,,0.25203035637010596,0.5130171061320745,0.25203035637010596,-444.23829129441793,trade_tourism_remittances_nowcast,0.7,-1.3425644099914176,0.0030850908224300255,,0.005529699771384205,0.0030850908224300255,0.25203035637010596,0.25203035637010596,-0.26098674976196856,,,,754192.5236999999,754192.5236999999,3.1555142789851387,0.02876363250494556,0.18437022662937894,0.2311568294169036,,0.7747189485224298,,,1.6797340611511957,1.5000811587059562,,1.6797340611511957,1.5000811587059562,0.40143591503868087,0.40143591503868087,1.7450002211995441,0.40143591503868087,,,-0.7060077362925576,2.171147940655206,0.5029378889696667,,0.7325701021813242,0.6404907980711269,0.6404907980711269,
2011-10-01,6815.0,,,,,,,889.1348762817661,1756.9878809580116,67.47611,420.5466910904048,110.0875,,,,425459.41163199994,2116658.19002408,2404951.5505617945,407647.22667467,-194409.83574237933,213237.39093229067,,,,,,,,,,,,,,,,,1785.558485407337,3.8167330029771067,0.0,6815.0,3.8167330029771067,-867.8530046762455,488.0228010904048,0.2777610513877344,,,-379.83020358584065,,,0.21618259733171022,0.49394364871944463,,0.21618259733171022,0.49394364871944463,0.21618259733171022,-379.83020358584065,trade_tourism_remittances_nowcast,0.7,-1.339394821873788,0.0003143448479692168,,0.005560447455190718,0.0003143448479692168,0.21618259733171022,0.21618259733171022,-0.2777610513877344,,,,750246.3125,750246.3125,3.205549311595976,0.007679966643189021,0.1928300579928986,-0.13330084989432184,,0.7682020368704493,,,1.3439830994172366,1.269477891413571,,1.3439830994172366,1.269477891413571,0.2308845905390692,0.2308845905390692,1.3128483881499207,0.2308845905390692,,,-0.6195993442928961,0.6430510388541966,0.3174505934880637,,0.011725847280650237,0.4008155466968917,0.4008155466968917,
2011-11-01,6777.0,,,,,,,885.7604342675563,1986.4073019166487,88.16233,436.00080638963993,111.2205,,,,420345.42790799995,2139727.96907146,2438667.6223672503,365735.43385201995,-197651.84296572,168083.59088629996,,,,,,,,,,,,,,,,,1835.344404876161,3.6924949791411357,0.0,6777.0,3.6924949791411357,-1100.6468676490924,524.1631363896399,0.2638749544888827,,,-576.4837312594525,,,0.2902142630583434,0.5540892175472261,,0.2902142630583434,0.5540892175472261,0.2902142630583434,-576.4837312594525,trade_tourism_remittances_nowcast,0.7,-1.306302375677351,0.0102392132120519,,0.005591538994519982,0.0102392132120519,0.2902142630583434,0.2902142630583434,-0.2638749544888827,,,,753741.3285000001,753741.3285000001,3.2354171519563293,0.018515766409429445,0.2984599974941,1.175524399517073,,0.7619081201683324,,,1.7878889657246306,1.8339867573716613,,1.7878889657246306,1.8339867573716613,0.5753771712456944,0.5753771712456944,1.5334139617864675,0.5753771712456944,,,-0.5665035205920019,1.4106280227763655,0.9687162598427027,,0.42206225109218176,0.8956938825108338,0.8956938825108338,
2011-12-01,6739.0,,,,,,,933.3820328161256,1875.8120707711691,94.59149,506.169622762994,113.8067,,,,439504.299606,2192603.0825096103,2491739.850716512,340090.26058487844,-242032.96561765898,98057.29496721947,,,,,,,,,,,,,,,,,1873.06908454861,3.597838465004631,0.0,6739.0,3.597838465004631,-942.4300379550435,600.761112762994,0.32026721766216903,,,-341.6689251920495,,,0.182144539165688,0.502411756827857,,0.182144539165688,0.502411756827857,0.182144539165688,-341.6689251920495,trade_tourism_remittances_nowcast,0.7,-1.2803332387463522,0.022986677835206137,,0.005622980189896008,0.022986677835206137,0.182144539165688,0.182144539165688,-0.32026721766216903,,,,766943.3513000001,766943.3513000001,3.248922943908324,0.028103373592128444,0.38058194606120543,2.83485791769705,,0.7558276755539823,,,0.9812721542488109,1.2691427411200407,,0.9812721542488109,1.2691427411200407,0.060015140731675416,0.060015140731675416,0.37970107274710585,0.060015140731675416,,,-0.5402594849264172,2.0791926789344783,1.795342796625516,,0.7694665970040306,0.9137890193092592,0.9137890193092592,
2012-01-01,6770.0,,,,,,,888.1768344193363,1915.0033496667759,88.89247110000001,472.7576840578115,113.8195,,,,434898.655471,2216985.78110137,2523084.024935495,316173.35501358,-262903.209747305,53270.14526627498,,,,,,,,,,,,,,,,,1925.7409074515315,3.51553003511735,0.0,6770.0,3.51553003511735,-1026.8265152474396,561.6501551578115,0.29328938524078435,,,-465.17636008962813,,,0.2429115124892978,0.5362008977300822,,0.2429115124892978,0.5362008977300822,0.2429115124892978,-465.17636008962813,trade_tourism_remittances_nowcast,0.7,-1.2571903062466243,0.00011246508542139821,,-0.004589540960103614,0.00011246508542139821,0.2429115124892978,0.2429115124892978,-0.29328938524078435,,,,770558.015,770558.015,3.274359588532078,0.017750954489947877,0.45311671955093297,-0.1990193534109749,,0.3429572597091505,,,1.3519377684440663,1.5669936504323305,,1.3519377684440663,1.5669936504323305,0.34805250123281833,0.34805250123281833,0.8981929917899993,0.34805250123281833,,,-0.49499240345779655,1.323296768847268,0.07196895314908779,,0.41415218269473575,0.3750857147906939,0.3750857147906939,
2012-02-01,6800.0,,,,,,,821.0083740706526,1580.669756343379,84.93674888999998,470.3534018449788,117.281,,,,439406.56956900004,2270719.92801005,2604656.3779448466,304908.9112955401,-261811.32129994337,43097.58999559673,,,,,,,,,,,,,,,,,1790.4950589271082,3.7978323179929148,0.0,6800.0,3.7978323179929148,-759.6613822727264,555.2901507349787,0.35130054744613554,,,-204.37123153774763,,,0.12929407342525934,0.48059462087139493,,0.12929407342525934,0.48059462087139493,0.12929407342525934,-204.37123153774763,trade_tourism_remittances_nowcast,0.7,-1.334430461334596,0.02995890444073357,,-0.004421525257877477,0.02995890444073357,0.12929407342525934,0.12929407342525934,-0.35130054744613554,,,,797510.8,797510.8,3.2659825772200786,0.003905526793021621,0.19208676340661204,3.594212706429058,,0.34738176718106006,,,0.567043420950232,0.9949304929448358,,0.567043420950232,0.9949304929448358,-0.19858487580678263,-0.19858487580678263,-0.2547782932629368,-0.19858487580678263,,,-0.5049641764782303,0.34279630952851553,1.970797236805059,,-0.0810839334748574,0.8332340751914877,0.8332340751914877,
2012-03-01,6831.0,,,,,,,860.9534070468782,1853.572430961998,92.8967094,564.663615774557,125.6605,,,,471146.498426,2321171.4914160003,2672826.6074532047,351148.83651426487,-331608.4610317392,19540.375482525676,,,,,,,,,,,,,,,,,1783.0818456573843,3.831007542719698,0.0,6831.0,3.831007542719698,-992.6190239151198,657.560325174557,0.3547529700974703,,,-335.0586987405628,,,0.1807637474229526,0.5355167175204228,,0.1807637474229526,0.5355167175204228,0.1807637474229526,-335.0586987405628,trade_tourism_remittances_nowcast,0.7,-1.3431278345810211,0.0690110612528212,,-0.004548463567651314,0.0690110612528212,0.1807637474229526,0.1807637474229526,-0.3547529700974703,,,,858386.8755,858386.8755,3.1137785114623466,0.008813596230814793,0.16131569260891124,5.0,,0.3399911057923612,,,0.8930710808974883,1.5014932896629478,,0.8930710808974883,1.5014932896629478,0.05119515526525592,0.05119515526525592,-0.31935863192518066,0.05119515526525592,,,-0.749456874950083,0.686847174653899,2.6699955528961805,,-0.03130485014809198,1.2232880539872466,1.2232880539872466,
2012-04-01,6862.0,,,,,,,747.8077199412343,1440.3974471538768,73.11230459999999,475.16126555624385,128.4248,,,,449306.658279,2353485.2145337802,2719167.4264003257,318030.8980741999,-297539.601532393,20491.296541806892,,,,,,,,,,,,,,,,,1624.8798781530847,4.223081405746543,0.0,6862.0,4.223081405746543,-692.5897272126425,548.2735701562439,0.380640476168292,,,-144.31615705639865,,,0.10019190004922401,0.480832376217516,,0.10019190004922401,0.480832376217516,0.10019190004922401,-144.31615705639865,trade_tourism_remittances_nowcast,0.7,-1.4405650525234224,0.021759693065126484,,-0.004527868686545797,0.021759693065126484,0.10019190004922401,0.10019190004922401,-0.380640476168292,,,,881250.9776,881250.9776,3.0855766353935965,-0.00034971037459802885,-0.16874807481227058,1.7231012878858216,,0.33861283558893385,,,0.3453485524758231,0.9483883445700024,,0.3453485524758231,0.9483883445700024,-0.3407217505594292,-0.3407217505594292,-0.8319919383339989,-0.3407217505594292,,,-0.7888466179146555,0.03919457404277742,1.0308570617373778,,-0.37482602193593906,0.09540988104503079,0.09540988104503079,
2012-05-01,6892.0,,,,,,,805.9587920660201,1575.0258405028171,57.27655106,507.10567003071355,129.0045,,,,449479.40636200004,2351369.8771626703,2707158.763817987,327065.2444967999,-354825.86146882374,-27760.616972023854,,,,,,,,,,,,,,,,,1622.9985728728973,4.246460912039099,0.0,6892.0,4.246460912039099,-769.067048436797,564.3822210907135,0.35833203911787126,,,-204.68482734608347,,,0.1299564883841773,0.4882885275020486,,0.1299564883841773,0.4882885275020486,0.1299564883841773,-204.68482734608347,trade_tourism_remittances_nowcast,0.7,-1.4460859094479117,0.004503768451241008,,-0.004362374229425129,0.004503768451241008,0.1299564883841773,0.1299564883841773,-0.35833203911787126,,,,889099.0140000001,889099.0140000001,3.0448338387404696,0.017823821106738354,-0.1861154423944576,0.13509593502526224,,0.34315258582089847,,,0.5374862843313271,1.0047145448855772,,0.5374862843313271,1.0047145448855772,-0.19210232355281934,-0.19210232355281934,-0.3670215907401476,-0.19210232355281934,,,-0.8483437740945942,1.3217130659323106,0.23912426042308035,,0.23668464591885824,-0.15253585541554057,-0.15253585541554057,
2012-06-01,6923.0,,,,,,,755.8097439061191,1419.0185200287503,62.766994900000014,452.33050875411266,131.8519,,,,457526.1392379999,2381342.88362539,2737070.0705907224,331353.5094002087,-401183.64776721364,-69830.13836700493,,,,,,,,,,,,,,,,,1478.1472692284815,4.683565801676485,0.0,6923.0,4.683565801676485,-663.2087761226312,515.0975036541126,0.36299561731137686,,,-148.11127246851856,,,0.10437585583133736,0.46737147314271427,,0.10437585583133736,0.46737147314271427,0.10437585583133736,-148.11127246851856,trade_tourism_remittances_nowcast,0.7,-1.5440597432483962,0.02183203553603974,,-0.004487883030205208,0.02183203553603974,0.10437585583133736,0.10437585583133736,-0.36299561731137686,,,,912810.7037,912810.7037,2.9985078609357267,0.015370275626849957,-0.5202990252149868,1.699132071206708,,0.33585239081645724,,,0.3582293542439394,0.7920572630295784,,0.3582293542439394,0.7920572630295784,-0.3166714870291325,-0.3166714870291325,-0.4564781376246132,-0.3166714870291325,,,-0.9161952620258887,1.1397089944452705,1.0174922310115826,,0.11175686620969089,0.10142085533449385,0.10142085533449385,
2012-07-01,6953.0,,,,,,,794.4485838607419,1325.0006983966077,100.4919912,475.01051159084767,132.4848,,,,463412.62748300005,2410233.1574495197,2770896.638320577,345268.89988224005,-359192.5454359192,-13923.645553679147,,,,,,,,,,,,,,,,,1439.6816863093918,4.829539797664538,0.0,6953.0,4.829539797664538,-530.5521145358658,575.5025027908476,0.43434128260254284,,,44.950388254981874,,,-0.03392480344302961,0.4004164791595133,,-0.03392480344302961,0.4004164791595133,-0.03392480344302961,44.950388254981874,trade_tourism_remittances_nowcast,0.7,-1.5747511831384169,0.004788598854428727,,-0.004324019420992502,0.004788598854428727,-0.03392480344302961,-0.03392480344302961,-0.43434128260254284,,,,921166.8144,921166.8144,3.008029159328101,-0.020176318394615526,-0.6209051248864094,0.1394963675296282,,0.3404629423774103,,,-0.5797992806194968,0.1491076767136825,,-0.5797992806194968,0.1491076767136825,-1.000518757851569,-1.000518757851569,-1.9103468555653171,-1.000518757851569,,,-0.8912325220286896,-1.3690937906858656,0.23997965495351925,,-1.1301631563572776,-0.8480685926934168,-0.8480685926934168,
2012-08-01,6984.0,,,,,,,828.9094751989539,1750.0125331366398,81.83968,490.06391254912114,131.9896,,,,472950.17370000004,2439376.8422081503,2813408.6023676423,355317.14297159045,-370217.90834615397,-14900.765374563518,,,,,,,,,,,,,,,,,1498.0105838539994,4.6621833485528175,0.0,6984.0,4.6621833485528175,-921.1030579376859,571.9035925491212,0.3267997124135267,,,-349.1994653885647,,,0.19954112257852008,0.5263408349920468,,0.19954112257852008,0.5263408349920468,0.19954112257852008,-349.1994653885647,trade_tourism_remittances_nowcast,0.7,-1.5394838681441356,-0.0037447902609937245,,-0.004448597420420325,-0.0037447902609937245,0.19954112257852008,0.19954112257852008,-0.3267997124135267,,,,921815.3663999999,921815.3663999999,3.052030487791663,0.0003473081798577246,-0.49216155592151023,-0.6281831404311081,,0.33321864974891313,,,1.0169951768143848,1.3476661699776444,,1.0169951768143848,1.3476661699776444,0.17330563616996486,0.17330563616996486,0.325885378692665,0.17330563616996486,,,-0.8101192379705634,0.08231488490335813,-0.1474822453410975,,-0.36390217653360263,-0.15528842037249715,-0.15528842037249715,
2012-09-01,7015.0,,,,,,,801.5163159441854,1314.42178035095,68.8496702,511.2188303465269,131.5105,,,,473141.72944799997,2455009.53678854,2828650.8947942955,345366.59421985,-375577.5382954631,-30210.94407561305,,,,,,,,,,,,,,,,,1463.1450039613992,4.794466700844553,0.0,7015.0,4.794466700844553,-512.9054644067646,580.0685005465269,0.4413107795517881,,,67.16303613976226,,,-0.05109702010706925,0.3902137594447188,,-0.05109702010706925,0.3902137594447188,-0.05109702010706925,67.16303613976226,trade_tourism_remittances_nowcast,0.7,-1.567462482305293,-0.00363643526476487,,-0.004428895017123165,-0.00363643526476487,-0.05109702010706925,-0.05109702010706925,-0.4413107795517881,,,,922546.1575000001,922546.1575000001,3.0661348180774306,0.005412537379294703,-0.5849780668651314,-0.6136013658807851,,0.3319960156572617,,,-0.7106045715311498,0.030766672299134237,,-0.7106045715311498,0.030766672299134237,-1.081227115791821,-1.081227115791821,-1.9789058458803803,-1.081227115791821,,,-0.7796070516595911,0.4387754912166403,-0.14080267511176167,,-0.1704157802214754,-1.0646780986045294,-1.0646780986045294,
2012-10-01,7045.0,,,,,,,770.3680166743912,1579.12486874701,79.47875520000001,522.1089073660701,129.0859,,,,471116.175271,2463315.5733956,2842561.593012793,356136.3216462401,-380255.3309969298,-24119.00935068971,,,,,,,,,,,,,,,,,1547.8530607448665,4.551465625948865,0.0,7045.0,4.551465625948865,-808.7568520726187,601.5876625660701,0.3809626929904616,,,-207.1691895065486,,,0.13119240511418923,0.5121550981046508,,0.13119240511418923,0.5121550981046508,0.13119240511418923,-207.1691895065486,trade_tourism_remittances_nowcast,0.7,-1.5154492966879265,-0.018608622111703887,,-0.00426743179621934,-0.018608622111703887,0.13119240511418923,0.13119240511418923,-0.3809626929904616,,,,909410.1655000001,909410.1655000001,3.125720055537242,-0.0021431144147932356,-0.397047678568049,-1.9637073863800147,,0.336703043998486,,,0.5478635889491115,1.1940640959930455,,0.5478635889491115,1.1940640959930455,-0.1539222580713989,-0.1539222580713989,-0.7007653785870911,-0.1539222580713989,,,-0.6744968500456997,-0.09563109607964779,-0.8135021711907644,,-0.38506397306267376,-0.8038606754016385,-0.8038606754016385,
2012-11-01,7076.0,,,,,,,827.5999432430898,1918.1156798011084,114.72762119999999,491.2921828051703,130.234,,,,476890.83256600006,2529841.56119952,2880656.8665112294,355905.32091370015,-380926.36746410385,-25021.0465504037,,,,,,,,,,,,,,,,,1603.8874429663563,4.4117809083367385,0.0,7076.0,4.4117809083367385,-1090.5157365580185,606.0198040051703,0.3159453886889706,,,-484.4959325528483,,,0.25258952713586397,0.5685349158248345,,0.25258952713586397,0.5685349158248345,0.25258952713586397,-484.4959325528482,trade_tourism_remittances_nowcast,0.7,-1.484278442029678,0.008854758169776211,,-0.004390630946895276,0.008854758169776211,0.25258952713586397,0.25258952713586397,-0.3159453886889706,,,,921535.7840000001,921535.7840000001,3.125930556931286,0.0003131359413891067,-0.2838641326537324,0.5342902521917592,,0.3295365418465726,,,1.3767609079855032,1.7100176166511047,,1.3767609079855032,1.7100176166511047,0.4578113439890766,0.4578113439890766,0.5848431133133477,0.4578113439890766,,,-0.6689332534957186,0.0783404167821235,0.43191339701916587,,-0.29529641835679754,0.3232701442101128,0.3232701442101128,
2012-12-01,7106.0,,,,,,,870.9723909491089,1519.840615281137,133.47473359999998,553.1958336987818,128.036,,,,484362.439386,2593184.85748289,2929070.176657767,396468.0307001791,-422299.1475955835,-25831.11689540441,,,,,37098.1031487829,6419.005255094312,30679.097893688588,4915.744993233449,37178.901986631754,62.599706661656185,200.0,,,,,,1672.360387943085,4.249084139537653,0.0,7106.0,4.249084139537653,-648.868224332028,686.6705672987819,0.45180432763455464,,,37.80234296675371,,,-0.0248725705752778,0.4269317570592767,,-0.0248725705752778,0.4269317570592767,-0.0248725705752778,37.80234296675371,trade_tourism_remittances_nowcast,0.7,-1.4467034631342255,-0.017021358020711475,,-0.004230721301296469,-0.017021358020711475,-0.0248725705752778,-0.0248725705752778,-0.45180432763455464,0.9033218765964413,5.2206731140983536,,909823.816,909823.816,3.2193817364940984,0.00027656228637206934,-0.14838807079832844,-1.784864372306904,,0.3343030452510372,,,-0.5596758822445014,0.33429715357267525,,-0.5596758822445014,0.33429715357267525,-0.9495381018046596,-0.9495381018046596,-2.1052625928715782,-0.9495381018046596,,,-0.5086276108899571,0.07555280368789967,-0.7252806635279334,,-0.21653740360102872,-1.2470132844453676,-1.2470132844453676,
2013-01-01,7139.0,,,,,,,728.6704873301528,1532.2395828967108,148.77982369999998,502.27029873042835,126.72,,,,484095.99568799994,2627393.92465,2984631.777246331,394087.39610977,-416250.64733654395,-22163.25122677395,103.6352243989985,94.3552362345031,,,37098.1031487829,6419.005255094312,30679.097893688588,4915.744993233449,37178.901986631754,62.599706661656185,200.0,4044.0,2985.0,1060.0,26.8,18.7,1656.731959326319,4.309085703219578,0.0,7139.0,4.309085703219578,-803.569095566558,651.0501224304284,0.4249009943990698,,,-152.51897313612966,,,0.0995398988765134,0.5244408932755832,,0.0995398988765134,0.5244408932755832,0.0995398988765134,-152.51897313612966,trade_tourism_remittances_nowcast,0.7,-1.4607257477883304,-0.010331546310134776,,-0.0046332129214881985,-0.010331546310134776,0.0995398988765134,0.0995398988765134,-0.4249009943990698,0.8991462747015425,5.196540572738885,0.187,904654.08,904654.08,3.299196724173654,-0.0012289173145554632,-0.1973777047577207,-1.1544412286775456,,0.3153666930876339,,,0.30391700208469313,1.253073932422924,,0.30391700208469313,1.253073932422924,-0.3072900621341887,-0.3072900621341887,-1.4797369918658965,-0.3072900621341887,,,-0.37220896026865136,-0.03164004224627906,-0.41953726779495587,,-0.2019245012574652,-0.7847114968588379,-0.7847114968588379,
2013-02-01,7172.0,,,,,,,797.7068428421537,1433.2484412832089,153.3895312,469.4230744996838,126.7342,,,,486728.223648,2688229.3947190004,3048073.811058917,385305.05475893995,-429206.3922227137,-43901.33746377373,104.0859996337491,95.2097563233654,,,37098.1031487829,6419.005255094312,30679.097893688588,4915.744993233449,37178.901986631754,62.599706661656185,200.0,4044.0,2985.0,1060.0,26.8,18.7,1495.1095464870189,4.796972915363744,0.0,7172.0,4.796972915363744,-635.5415984410552,622.8126056996838,0.43454615945165115,,,-12.728992741371371,,,0.008881218618298244,0.4434273780699494,,0.008881218618298244,0.4434273780699494,0.008881218618298244,-12.728992741371373,trade_tourism_remittances_nowcast,0.7,-1.567985076342583,0.00011205180277062965,-0.004340201098533392,-0.004611845222563067,0.00011205180277062965,0.008881218618298244,0.008881218618298244,-0.43454615945165115,0.8950090985909526,5.172630109980885,0.187,908937.6824,908937.6824,3.3534464134115836,0.007131745352796378,-0.5815952053896732,-0.21792795607369383,,0.31446301229619106,,,-0.3290680959834082,0.4686539493474898,,-0.3290680959834082,0.4686539493474898,-0.76677690508681,-0.76677690508681,-1.6148724050999643,-0.76677690508681,,,-0.2791611358496629,0.5641492430299644,0.04826752811124861,,0.14249405359015074,-0.7952931179125353,-0.7952931179125353,
